,Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,EWaterheat_scaled
12, 01/01  13:00:00,1.86964711875,5.40646237143,0.0,5.376870562509999,0.0,0.148530497602,0.148530497602,0.148530497602,0.196088550257,0.0443238762875,0.481415945109,0.42894220389,0.5475760456000001,7.27610949018,0.0001360563992465947,0.2569569797256786,0.020413450045310626,0.0,0.0,0.7430430202743215,0.7389760379178933,0.033041342611592917,0.12511605965078448,0.07525670776931284
13, 01/01  14:00:00,1.7689306530900002,4.73128889165,0.0,4.70067381456,0.0,0.129841773212,0.129841773212,0.129841773212,0.196088550257,0.0443238762875,0.4368189034800001,0.44377478477300003,0.495312765078,6.50021954474,0.00012154798752867376,0.27213398576997677,0.019974982739939667,0.0,0.0,0.7278660142300233,0.7231561614505468,0.03698527794173392,0.13547137634229284,0.0761993901388775
14, 01/01  15:00:00,1.70517272184,4.11344166004,0.0,4.08110269876,0.0,0.11272495828199999,0.11272495828199999,0.11272495828199999,0.20640905171799998,0.04665669511559999,0.402002089622,0.468763006619,0.44584692048,5.81861438188,0.00010880261250486743,0.2930547738564962,0.01937316187046897,0.0,0.0,0.7069452261435039,0.7013873803820269,0.04349244170943567,0.14965162478419047,0.0766242426836931
15, 01/01  16:00:00,1.8314512887999999,4.89938505819,0.0,4.86524846365,0.0,0.134384688895,0.134384688895,0.134384688895,0.258011189652,0.058320876134400006,0.411726405573,0.494820243304,0.451417885242,6.730836346989999,0.00012586030467594126,0.272098621090233,0.01996552611995926,0.0,0.0,0.727901378909767,0.7228297068648413,0.046997438279399305,0.13468558766584834,0.06706713132965594
16, 01/01  17:00:00,2.3031955289400003,6.49064515045,0.0,6.45026754201,0.0,0.17819558222600002,0.17819558222600002,0.17819558222600002,0.43345886011100004,0.0979790858062,0.470575105936,0.585285624,0.5149312708630001,8.79384067939,0.00016443654400759064,0.2619100814889639,0.020263680992496768,0.0,0.0,0.7380899185110361,0.7334983401652251,0.06043297408863953,0.12006821233532304,0.05855590175403532
17, 01/01  18:00:00,3.1379862301099997,7.1980170126,0.0,7.148964671389999,0.0,0.197542848407,0.197542848407,0.197542848407,0.8049950783300001,0.181961142806,0.578065905983,0.7110284943619999,0.641622760225,10.33600324271,0.00019327353246981717,0.30359764373363823,0.019112111690399024,0.0,0.0,0.6964023562663618,0.6916565817093929,0.09548722053972863,0.1247188463542908,0.06207648596448899
18, 01/01  19:00:00,3.77760511755,7.124679695939999,0.0,7.0714236585100005,0.0,0.195429480513,0.195429480513,0.195429480513,1.19717217884,0.270608895381,0.5227613936509999,0.771962340148,0.7669008290129999,10.902284813489999,0.00020386246486342886,0.3464966456275074,0.01792555265765799,0.0,0.0,0.6535033543724926,0.6486185033214449,0.13463059343348227,0.11875710054803987,0.07034312918188225
19, 01/01  20:00:00,3.80845769281,7.78786384158,0.0,7.732893138580001,0.0,0.21372830243000002,0.21372830243000002,0.21372830243000002,1.2694153222,0.28693874301600003,0.42537644141900005,0.79681693514,0.793411948613,11.59632153439,0.00021684029832209388,0.32841946314748643,0.018430698199956623,0.0,0.0,0.6715805368525135,0.6668401799352809,0.1342110134321891,0.10539491966779885,0.06841927815299541
20, 01/01  21:00:00,3.53098356319,8.66928073435,0.0,8.61242021178,0.0,0.2380638062,0.2380638062,0.2380638062,1.0939676517399999,0.247280533344,0.37951047539000005,0.8242104403730001,0.7251806561480001,12.20026429754,0.0002281334595665923,0.2894186123412072,0.019513004013200108,0.0,0.0,0.7105813876587928,0.7059207900534225,0.1099359942025553,0.09866351141308573,0.059439749702325864
21, 01/01  22:00:00,3.20287324671,9.28951088712,0.0,9.23397784757,0.0,0.255270154649,0.255270154649,0.255270154649,0.918519983775,0.20762235263099998,0.359614732068,0.804968173282,0.634107850304,12.49238413383,0.00023359582556421268,0.2563860678952754,0.020434062218573287,0.0,0.0,0.7436139321047246,0.7391685805245074,0.0901463102912718,0.09322343060170966,0.05075955426208871
22, 01/01  23:00:00,2.63214879481,10.1997331107,0.0,10.1516763817,0.0,0.28066272781199997,0.28066272781199997,0.28066272781199997,0.6914701753820001,0.156299961941,0.289154633287,0.6965967940440001,0.495194502349,12.83188190551,0.000239944114361868,0.20512570285421325,0.021872296665345993,0.0,0.0,0.7948742971457867,0.7911291933992065,0.06606748281863226,0.07682048779670572,0.03859094916828714
23, 01/01  24:00:00,2.04027246915,10.8155015852,0.0,10.7737411819,0.0,0.297876593677,0.297876593677,0.297876593677,0.474740745326,0.10731041903699999,0.191618322082,0.605329652219,0.34062673680600003,12.85577405435,0.00024039087505806441,0.15870475480701485,0.023170646311740963,0.0,0.0,0.8412952451929852,0.8380468679950467,0.04527546625370658,0.061991442205795236,0.026496011470483364
24, 01/02  01:00:00,1.4498214629600001,12.425330926400001,0.0,12.3907887121,0.0,0.34259220965099996,0.34259220965099996,0.34259220965099996,0.247690813811,0.0559880573062,0.115167850971,0.500699824915,0.16491270630899998,13.87515238936,0.00025945229049149525,0.10449048934927582,0.024691059242975436,0.0,0.0,0.8955095106507243,0.893020009034404,0.021886525105848396,0.04438637202703957,0.011885469916385307
25, 01/02  02:00:00,1.2081857117,12.6521589374,0.0,12.6203546568,0.0,0.348950095035,0.348950095035,0.348950095035,0.144486286704,0.0326596952687,0.0983708244822,0.46101264904100003,0.09993616117200001,13.8603446491,0.00025917539968556746,0.08716851869758172,0.025176148491925024,0.0,0.0,0.9128314813024182,0.9105368572216191,0.012780777567764355,0.04035855439998187,0.007210221946283941
26, 01/02  03:00:00,1.14030474046,13.3986501649,0.0,13.367214629600001,0.0,0.369611179613,0.369611179613,0.369611179613,0.103204501234,0.0233283533497,0.08345014549989999,0.455667574849,0.08227298591789999,14.538954905359999,0.00027186477277473745,0.07843099781811758,0.02542212848302717,0.0,0.0,0.9215690021818824,0.9194068429686085,0.008703022700555445,0.037080912889422765,0.005658796416485813
27, 01/02  04:00:00,1.14114921139,13.7899522352,0.0,13.758959194200001,0.0,0.38047840933399996,0.38047840933399996,0.38047840933399996,0.103204501234,0.0233283533497,0.07475263567160001,0.449253485819,0.0873618259852,14.931101446589999,0.0002791975440103501,0.07642766446079022,0.025482273407290694,0.0,0.0,0.9235723355392098,0.9214965984537132,0.00847444878975073,0.03509494080962619,0.005850996746469223
